"","metric","pval.linear","r2.linear","pval.quad","r2.quad","padj.linear","padj.quad"
"1","richness",0.000590068307598602,0.60973,0.000157013416353165,0.75019,0.00452870144799695,0.00141312074717849
"2","flowering.period.CWM",0.00109211814175095,0.57263,0.00131923029939971,0.60322,0.00491453163787928,0.0055721099110439
"3","SLA.CWM",0.0234899294001546,0.33613,0.0261526004996251,0.37259,0.0619641254055429,0.0634886694109904
"4","FunRao",0.000628986312221799,0.60602,0.000701399397201635,0.6441,0.00452870144799695,0.00420839638320981
"5","simpson",0.0286007253091409,0.31787,0.0264536122545794,0.40375,0.0686417407419381,0.0634886694109904
"6","nbsp",0.000891810879153645,0.58519,0.000992072234506801,0.62412,0.00458645594993303,0.00510208577746355
"7","FGR",0.000546228749399521,0.61416,0.000600587929991256,0.6532,0.00452870144799695,0.00420839638320981
"8","RaoQ",0.00229492950862171,0.52354,0.00324676529099089,0.53184,0.00826174623103815,0.0116883550475672
"9","FRic",9.09724887334402e-231,1,2.08656233713139e-213,1,3.27500959440385e-229,7.51162441367302e-212
"10","FDis",0.00157751267527869,0.54893,0.00139302747776097,0.614,0.00631005070111476,0.0055721099110439
"11","MDFMDFWinter",0.000841994599196114,0.58869,3.37755969397811e-05,0.8278,0.00458645594993303,0.000405307163277374
"12","MDFMDFAutumn",0.0240971598799333,0.33378,0.0243001200295294,0.39614,0.0619641254055429,0.0634886694109904
"13","MDFMDFSummer",5.36714331663655e-05,0.72708,2.78253264037069e-07,0.91672,0.000966085796994578,5.00855875266725e-06
"14","MDFMDFSpring",0.0104042724737196,0.40775,0.00358758024339254,0.62429,0.0340503462776277,0.0117411717056483
"15","CVAnnHSPeak",0.0127236008988564,0.39065,0.0158423284637483,0.40497,0.0381708026965692,0.0475269853912448
